IP-calls,nodes explored,filename,strategy_subproblem_selection,strategy_node_priority,strategy_reduction,strategy_update_node_priority,strategy_refine_with_integer_gap,strategy_search_method,strategy_refine_method,time_total,subproblem_points,reduced_generator_points,subproblem_points_generated,mgs_points,Yn_points,hYn_points,subproblem_points_vector,subproblem_points_generated_vector,mgs_points_vector,generator_points_vector,time_IP-calls,count_IP-calls,time_nodes explored,count_nodes explored,time_subproblem_points_vector,count_subproblem_points_vector,time_subproblem_points_generated_vector,count_subproblem_points_generated_vector,time_mgs_points_vector,count_mgs_points_vector,time_ASMO.solve,count_ASMO.solve,time_ASMO._set_global_upper_bound,count_ASMO._set_global_upper_bound,time_ASMO._update_global_upper_bound,count_ASMO._update_global_upper_bound,time_ASMO._set_incumbent,count_ASMO._set_incumbent,time_CVRP._update_bounds_from_node,count_CVRP._update_bounds_from_node,time_ASMO._reduce_upper_bounds,count_ASMO._reduce_upper_bounds,timeout
672,226,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-ull-3_3.json,sequential,largest,none,all,False,phase1,slow,2.90331187506672,300,202,300,202,1329,1329,100|100|100,100|100|100,2|100|100,2|100|100,,,,,,,,,,,0,2,0.357,4,0,2,0.341,4,1.313,446,0.0,448,False
557,187,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-ull-3_3.json,sequential,largest,100,all,False,phase1,slow,184.6797102499986,300,202,224,202,1329,1329,100|100|100,24|100|100,2|100|100,2|100|100,,,,,,,,,,,0,2,1.139,8,0,2,1.038,8,5.768,368,358.015,370,False
557,187,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-ull-3_3.json,sequential,largest,50,all,False,phase1,slow,790.9465537919896,300,202,224,202,1329,1329,100|100|100,24|100|100,2|100|100,2|100|100,,,,,,,,,,,0,2,2.324,12,0,2,2.233,12,5.599,368,1570.255,370,False
591,294,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-uuu-3_3.json,sequential,largest,first,all,False,bbm,slow,4.152859000023454,300,267,300,267,735,735,100|100|100,100|100|100,67|100|100,67|100|100,,,,,,,,,,,0,2,0.684,6,0,2,0.683,6,1.578,582,0.315,584,False
591,294,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-uuu-3_3.json,sequential,largest,none,all,False,bbm,slow,3.9609519169898704,300,267,300,267,735,735,100|100|100,100|100|100,67|100|100,67|100|100,,,,,,,,,,,0,2,0.321,4,0,2,0.32,4,1.508,582,0.0,584,False
591,294,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-uuu-3_3.json,sequential,largest,100,all,False,bbm,slow,130.42223083297722,300,267,300,267,735,735,100|100|100,100|100|100,67|100|100,67|100|100,,,,,,,,,,,0,2,1.403,10,0,2,1.388,10,5.989,582,246.128,584,False
591,294,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-uuu-3_3.json,sequential,largest,50,all,False,bbm,slow,415.12630587501917,300,267,300,267,735,735,100|100|100,100|100|100,67|100|100,67|100|100,,,,,,,,,,,0,2,2.227,16,0,2,2.187,16,7.024,582,815.639,584,False
453,153,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-uuu-3_3.json,sequential,largest,first,all,False,phase1,slow,3.228569334023632,300,267,300,267,735,735,100|100|100,100|100|100,67|100|100,67|100|100,,,,,,,,,,,0,2,0.61,6,0,2,0.609,6,0.62,300,0.324,302,False
453,153,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-uuu-3_3.json,sequential,largest,none,all,False,phase1,slow,3.0258102089865133,300,267,300,267,735,735,100|100|100,100|100|100,67|100|100,67|100|100,,,,,,,,,,,0,2,0.278,4,0,2,0.278,4,0.571,300,0.0,302,False
453,153,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-uuu-3_3.json,sequential,largest,100,all,False,phase1,slow,74.36310529208276,300,267,300,267,735,735,100|100|100,100|100|100,67|100|100,67|100|100,,,,,,,,,,,0,2,0.909,8,0,2,0.899,8,3.079,300,139.286,302,False
453,153,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-uuu-3_3.json,sequential,largest,50,all,False,phase1,slow,304.01689579198137,300,267,300,267,735,735,100|100|100,100|100|100,67|100|100,67|100|100,,,,,,,,,,,0,2,1.702,12,0,2,1.675,12,3.273,300,598.558,302,False
238,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50-mm-2_1.json,sequential,largest,first,all,False,bbm,slow,0.9046852920437232,100,72,100,72,297,297,50|50,50|50,33|39,33|39,,,,,,,,,,,0,2,0.287,6,0,2,0.284,6,0.31,196,0.361,198,False
238,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50-mm-2_1.json,sequential,largest,none,all,False,bbm,slow,0.6874580000294372,100,72,100,72,297,297,50|50,50|50,33|39,33|39,,,,,,,,,,,0,2,0.143,4,0,2,0.141,4,0.288,196,0.0,198,False
238,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50-mm-2_1.json,sequential,largest,100,all,False,bbm,slow,0.8737761249067262,100,72,100,72,297,297,50|50,50|50,33|39,33|39,,,,,,,,,,,0,2,0.259,6,0,2,0.256,6,0.309,196,0.356,198,False
238,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50-mm-2_1.json,sequential,largest,50,all,False,bbm,slow,4.173357041901909,100,72,100,72,297,297,50|50,50|50,33|39,33|39,,,,,,,,,,,0,2,0.419,8,0,2,0.412,8,0.744,196,6.383,198,False
194,66,./instances/msp/2obj/Lyngesen24-msp-2-50|50-mm-2_1.json,sequential,largest,first,all,False,phase1,slow,0.785389915923588,100,72,100,72,297,297,50|50,50|50,33|39,33|39,,,,,,,,,,,0,2,0.275,6,0,2,0.272,6,0.192,128,0.365,130,False
194,66,./instances/msp/2obj/Lyngesen24-msp-2-50|50-mm-2_1.json,sequential,largest,none,all,False,phase1,slow,0.6120477920630947,100,72,100,72,297,297,50|50,50|50,33|39,33|39,,,,,,,,,,,0,2,0.14,4,0,2,0.139,4,0.177,128,0.0,130,False
194,66,./instances/msp/2obj/Lyngesen24-msp-2-50|50-mm-2_1.json,sequential,largest,100,all,False,phase1,slow,0.7840779589023441,100,72,100,72,297,297,50|50,50|50,33|39,33|39,,,,,,,,,,,0,2,0.279,6,0,2,0.276,6,0.191,128,0.368,130,False
193,65,./instances/msp/2obj/Lyngesen24-msp-2-50|50-mm-2_1.json,sequential,largest,50,all,False,phase1,slow,7.260025958996266,100,72,100,72,297,297,50|50,50|50,33|39,33|39,,,,,,,,,,,0,2,0.465,8,0,2,0.457,8,0.277,126,13.152,128,False
426,198,./instances/msp/2obj/Lyngesen24-msp-2-100|100-mm-2_2.json,sequential,largest,first,all,False,bbm,slow,1.837178541929461,200,109,200,109,747,747,100|100,100|100,57|52,57|52,,,,,,,,,,,0,2,0.293,6,0,2,0.291,6,1.204,392,0.267,394,False
426,198,./instances/msp/2obj/Lyngesen24-msp-2-100|100-mm-2_2.json,sequential,largest,none,all,False,bbm,slow,1.605262458906509,200,109,200,109,747,747,100|100,100|100,57|52,57|52,,,,,,,,,,,0,2,0.14,4,0,2,0.139,4,1.099,392,0.0,394,False
424,197,./instances/msp/2obj/Lyngesen24-msp-2-100|100-mm-2_2.json,sequential,largest,100,all,False,bbm,slow,13.505188166978769,200,109,200,109,747,747,100|100,100|100,57|52,57|52,,,,,,,,,,,0,2,0.833,8,0,2,0.821,8,3.105,390,20.935,392,False
404,187,./instances/msp/2obj/Lyngesen24-msp-2-100|100-mm-2_2.json,sequential,largest,50,all,False,bbm,slow,92.55292554199696,200,109,197,109,747,747,100|100,100|97,57|52,57|52,,,,,,,,,,,0,2,1.036,14,0,2,1.0,14,3.171,370,178.946,372,False
369,123,./instances/msp/2obj/Lyngesen24-msp-2-100|100-mm-2_2.json,sequential,largest,first,all,False,phase1,slow,1.3355870000086725,200,109,200,109,747,747,100|100,100|100,57|52,57|52,,,,,,,,,,,0,2,0.285,6,0,2,0.283,6,0.683,242,0.276,244,False
369,123,./instances/msp/2obj/Lyngesen24-msp-2-100|100-mm-2_2.json,sequential,largest,none,all,False,phase1,slow,1.131766959093511,200,109,200,109,747,747,100|100,100|100,57|52,57|52,,,,,,,,,,,0,2,0.132,4,0,2,0.131,4,0.656,242,0.0,244,False
365,119,./instances/msp/2obj/Lyngesen24-msp-2-100|100-mm-2_2.json,sequential,largest,100,all,False,phase1,slow,35.89300949999597,200,109,199,109,747,747,100|100,100|99,57|52,57|52,,,,,,,,,,,0,2,0.468,8,0,2,0.454,8,0.968,234,68.924,236,False
366,120,./instances/msp/2obj/Lyngesen24-msp-2-100|100-mm-2_2.json,sequential,largest,50,all,False,phase1,slow,9.536571207921952,200,109,200,109,747,747,100|100,100|100,57|52,57|52,,,,,,,,,,,0,2,0.493,8,0,2,0.485,8,1.463,236,15.411,238,False
295,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_2.json,sequential,largest,first,all,False,bbm,slow,1.7917757499963045,150,150,150,150,429,429,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.58,6,0,2,0.579,6,0.389,286,0.265,288,False
295,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_2.json,sequential,largest,none,all,False,bbm,slow,1.5688372920267284,150,150,150,150,429,429,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.258,4,0,2,0.258,4,0.376,286,0.0,288,False
295,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_2.json,sequential,largest,100,all,False,bbm,slow,35.57280820806045,150,150,150,150,429,429,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.81,8,0,2,0.804,8,1.677,286,66.434,288,False
295,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_2.json,sequential,largest,50,all,False,bbm,slow,38.00115691695828,150,150,150,150,429,429,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,1.012,10,0,2,1.005,10,1.742,286,71.202,288,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_2.json,sequential,largest,first,all,False,phase1,slow,1.7706972080050036,150,150,150,150,429,429,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.517,6,0,2,0.516,6,0.164,150,0.262,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_2.json,sequential,largest,none,all,False,phase1,slow,1.324166000005789,150,150,150,150,429,429,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.248,4,0,2,0.248,4,0.156,150,0.0,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_2.json,sequential,largest,100,all,False,phase1,slow,1.4655963340774179,150,150,150,150,429,429,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.495,6,0,2,0.495,6,0.162,150,0.256,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_2.json,sequential,largest,50,all,False,phase1,slow,21.22618129197508,150,150,150,150,429,429,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.777,8,0,2,0.771,8,0.811,150,38.856,152,False
391,108,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_2.json,sequential,largest,first,all,False,bbm,slow,8.635725374915637,150,103,121,103,617,617,50|50|50,21|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.643,6,0,2,0.628,6,0.449,210,14.397,212,False
467,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_2.json,sequential,largest,none,all,False,bbm,slow,1.4323581249918789,150,103,150,103,617,617,50|50|50,50|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.282,4,0,2,0.274,4,0.464,286,0.0,288,False
391,108,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_2.json,sequential,largest,100,all,False,bbm,slow,119.3156614160398,150,103,121,103,617,617,50|50|50,21|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.893,8,0,2,0.869,8,1.26,210,234.753,212,False
391,108,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_2.json,sequential,largest,50,all,False,bbm,slow,147.2285153339617,150,103,121,103,617,617,50|50|50,21|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,1.105,10,0,2,1.072,10,1.82,210,289.937,212,False
295,99,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_2.json,sequential,largest,first,all,False,phase1,slow,8.579911916982383,150,103,120,103,617,617,50|50|50,20|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.51,6,0,2,0.496,6,0.391,192,14.671,194,False
341,115,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_2.json,sequential,largest,none,all,False,phase1,slow,1.2254071669885889,150,103,150,103,617,617,50|50|50,50|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.255,4,0,2,0.248,4,0.342,224,0.0,226,False
295,99,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_2.json,sequential,largest,100,all,False,phase1,slow,8.516827833023854,150,103,120,103,617,617,50|50|50,20|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.485,6,0,2,0.471,6,0.393,192,14.562,194,False
295,99,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_2.json,sequential,largest,50,all,False,phase1,slow,47.28260829206556,150,103,120,103,617,617,50|50|50,20|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.749,8,0,2,0.725,8,1.792,192,90.225,194,False
290,99,./instances/msp/2obj/Lyngesen24-msp-2-50|50-ul-2_1.json,sequential,largest,first,all,False,bbm,slow,1.3931176669429988,100,61,100,61,173,173,50|50,50|50,11|50,11|50,,,,,,,,,,,0,2,0.829,6,0,2,0.822,6,0.351,194,0.977,196,False
290,99,./instances/msp/2obj/Lyngesen24-msp-2-50|50-ul-2_1.json,sequential,largest,none,all,False,bbm,slow,0.6080187920015305,100,61,100,61,173,173,50|50,50|50,11|50,11|50,,,,,,,,,,,0,2,0.11,4,0,2,0.109,4,0.3,194,0.0,196,False
290,99,./instances/msp/2obj/Lyngesen24-msp-2-50|50-ul-2_1.json,sequential,largest,100,all,False,bbm,slow,1.0651421659858897,100,61,100,61,173,173,50|50,50|50,11|50,11|50,,,,,,,,,,,0,2,0.215,6,0,2,0.212,6,0.36,194,0.821,196,False
290,99,./instances/msp/2obj/Lyngesen24-msp-2-50|50-ul-2_1.json,sequential,largest,50,all,False,bbm,slow,4.416072582942434,100,61,100,61,173,173,50|50,50|50,11|50,11|50,,,,,,,,,,,0,2,0.337,8,0,2,0.33,8,0.735,194,6.963,196,False
215,73,./instances/msp/2obj/Lyngesen24-msp-2-50|50-ul-2_1.json,sequential,largest,first,all,False,phase1,slow,1.0061848750337958,100,61,100,61,173,173,50|50,50|50,11|50,11|50,,,,,,,,,,,0,2,0.233,6,0,2,0.23,6,0.288,142,0.844,144,False
215,73,./instances/msp/2obj/Lyngesen24-msp-2-50|50-ul-2_1.json,sequential,largest,none,all,False,phase1,slow,0.5486495000077412,100,61,100,61,173,173,50|50,50|50,11|50,11|50,,,,,,,,,,,0,2,0.118,4,0,2,0.116,4,0.209,142,0.0,144,False
215,73,./instances/msp/2obj/Lyngesen24-msp-2-50|50-ul-2_1.json,sequential,largest,100,all,False,phase1,slow,0.983635832904838,100,61,100,61,173,173,50|50,50|50,11|50,11|50,,,,,,,,,,,0,2,0.231,6,0,2,0.228,6,0.292,142,0.818,144,False
215,73,./instances/msp/2obj/Lyngesen24-msp-2-50|50-ul-2_1.json,sequential,largest,50,all,False,phase1,slow,4.681903375079855,100,61,100,61,173,173,50|50,50|50,11|50,11|50,,,,,,,,,,,0,2,0.353,8,0,2,0.346,8,0.442,142,8.019,144,False
544,195,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_2.json,sequential,largest,first,all,False,bbm,slow,2.8540791249834,200,113,200,113,333,333,100|100,100|100,13|100,13|100,,,,,,,,,,,0,2,0.283,6,0,2,0.278,6,1.385,386,2.177,388,False
544,195,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_2.json,sequential,largest,none,all,False,bbm,slow,1.5689947080099955,200,113,200,113,333,333,100|100,100|100,13|100,13|100,,,,,,,,,,,0,2,0.115,4,0,2,0.113,4,1.19,386,0.0,388,False
544,195,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_2.json,sequential,largest,100,all,False,bbm,slow,13.80481379199773,200,113,200,113,333,333,100|100,100|100,13|100,13|100,,,,,,,,,,,0,2,0.385,8,0,2,0.375,8,2.81,386,22.126,388,False
542,194,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_2.json,sequential,largest,50,all,False,bbm,slow,33.13293287495617,200,113,200,113,333,333,100|100,100|100,13|100,13|100,,,,,,,,,,,0,2,0.697,12,0,2,0.678,12,2.965,384,60.648,386,False
389,129,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_2.json,sequential,largest,first,all,False,phase1,slow,2.1803097499068826,200,113,200,113,333,333,100|100,100|100,13|100,13|100,,,,,,,,,,,0,2,0.216,6,0,2,0.211,6,0.776,254,2.073,256,False
389,129,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_2.json,sequential,largest,none,all,False,phase1,slow,1.0420375419780612,200,113,200,113,333,333,100|100,100|100,13|100,13|100,,,,,,,,,,,0,2,0.111,4,0,2,0.108,4,0.694,254,0.0,256,False
389,129,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_2.json,sequential,largest,100,all,False,phase1,slow,16.412799333920702,200,113,200,113,333,333,100|100,100|100,13|100,13|100,,,,,,,,,,,0,2,0.386,8,0,2,0.375,8,1.114,254,30.111,256,False
389,129,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_2.json,sequential,largest,50,all,False,phase1,slow,25.08117466699332,200,113,200,113,333,333,100|100,100|100,13|100,13|100,,,,,,,,,,,0,2,0.485,10,0,2,0.47,10,1.869,254,46.307,256,False
390,194,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_4.json,sequential,largest,first,all,False,bbm,slow,1.6957591249374673,200,200,200,200,299,299,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.237,6,0,2,0.236,6,1.024,384,0.11,386,False
390,194,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_4.json,sequential,largest,none,all,False,bbm,slow,1.5916265829000622,200,200,200,200,299,299,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.114,4,0,2,0.113,4,1.011,384,0.0,386,False
390,194,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_4.json,sequential,largest,100,all,False,bbm,slow,8.067736500059254,200,200,200,200,299,299,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.371,8,0,2,0.366,8,2.054,384,11.616,386,False
390,194,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_4.json,sequential,largest,50,all,False,bbm,slow,23.828795708017424,200,200,200,200,299,299,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.665,12,0,2,0.653,12,2.322,384,42.84,386,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_4.json,sequential,largest,first,all,False,phase1,slow,1.106356667005457,200,200,200,200,299,299,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.21,6,0,2,0.209,6,0.427,200,0.1,202,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_4.json,sequential,largest,none,all,False,phase1,slow,1.3337515000021085,200,200,200,200,299,299,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.637,4,0,2,0.635,4,0.395,200,0.0,202,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_4.json,sequential,largest,100,all,False,phase1,slow,14.022741749999113,200,200,200,200,299,299,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.35,8,0,2,0.345,8,0.386,200,25.978,202,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_4.json,sequential,largest,50,all,False,phase1,slow,18.6147489589639,200,200,200,200,299,299,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.51,10,0,2,0.501,10,0.901,200,34.395,202,False
295,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_1.json,sequential,largest,first,all,False,bbm,slow,1.439216124941595,150,150,150,150,475,475,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.369,6,0,2,0.368,6,0.392,286,0.179,288,False
295,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_1.json,sequential,largest,none,all,False,bbm,slow,1.3345238339388743,150,150,150,150,475,475,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.195,4,0,2,0.195,4,0.385,286,0.0,288,False
295,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_1.json,sequential,largest,100,all,False,bbm,slow,40.93523483304307,150,150,150,150,475,475,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.584,8,0,2,0.577,8,1.598,286,77.455,288,False
295,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_1.json,sequential,largest,50,all,False,bbm,slow,45.1839816669235,150,150,150,150,475,475,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.925,10,0,2,0.915,10,1.697,286,85.725,288,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_1.json,sequential,largest,first,all,False,phase1,slow,1.2709842919139192,150,150,150,150,475,475,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.39,6,0,2,0.389,6,0.162,150,0.2,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_1.json,sequential,largest,none,all,False,phase1,slow,1.1771198329515755,150,150,150,150,475,475,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.2,4,0,2,0.2,4,0.158,150,0.0,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_1.json,sequential,largest,100,all,False,phase1,slow,1.2691440409980714,150,150,150,150,475,475,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.396,6,0,2,0.395,6,0.163,150,0.2,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_1.json,sequential,largest,50,all,False,phase1,slow,20.864220625022426,150,150,150,150,475,475,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.627,8,0,2,0.621,8,0.889,150,38.392,152,False
483,225,test,sequential,largest,first,all,False,bbm,slow,2.6450002499623224,262,150,262,127,1171,1171,90|86|86,90|86|86,60|40|27,60|45|45,,,,,,,,,,,0,2,0.413,6,0,2,0.41,6,1.074,444,0.494,446,False
483,225,test,sequential,largest,none,all,False,bbm,slow,2.2917042089393362,262,150,262,127,1171,1171,90|86|86,90|86|86,60|40|27,60|45|45,,,,,,,,,,,0,2,0.182,4,0,2,0.181,4,0.939,444,0.0,446,False
443,205,test,sequential,largest,100,all,False,bbm,slow,274.45901162491646,262,150,247,127,1171,1171,90|86|86,90|79|78,60|40|27,60|45|45,,,,,,,,,,,0,2,1.015,10,0,2,0.99,10,2.756,404,541.622,406,False
437,202,test,sequential,largest,50,all,False,bbm,slow,88.18669658305589,262,150,245,127,1171,1171,90|86|86,89|79|77,60|40|27,60|45|45,,,,,,,,,,,0,2,1.665,12,0,2,1.642,12,4.893,398,166.149,400,False
463,149,test,sequential,largest,first,all,False,phase1,slow,2.3963512090267614,262,150,262,127,1171,1171,90|86|86,90|86|86,60|40|27,60|45|45,,,,,,,,,,,0,2,0.531,6,0,2,0.528,6,0.718,292,0.567,294,False
463,149,test,sequential,largest,none,all,False,phase1,slow,2.072353833937086,262,150,262,127,1171,1171,90|86|86,90|86|86,60|40|27,60|45|45,,,,,,,,,,,0,2,0.276,4,0,2,0.275,4,0.648,292,0.0,294,False
439,137,test,sequential,largest,100,all,False,phase1,slow,96.92700554197654,262,150,248,127,1171,1171,90|86|86,90|86|72,60|40|27,60|45|45,,,,,,,,,,,0,2,0.828,8,0,2,0.812,8,2.996,268,186.5,270,False
455,141,test,sequential,largest,50,all,False,phase1,slow,74.42110720893834,262,150,259,127,1171,1171,90|86|86,90|86|83,60|40|27,60|45|45,,,,,,,,,,,0,2,1.142,10,0,2,1.051,10,3.487,276,140.569,278,False
403,112,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_1.json,sequential,largest,first,all,False,bbm,slow,10.207702917046845,150,103,122,103,659,659,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.625,6,0,2,0.608,6,0.529,218,17.218,220,False
475,148,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_1.json,sequential,largest,none,all,False,bbm,slow,1.5399815000128,150,103,150,103,659,659,50|50|50,50|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.296,4,0,2,0.288,4,0.471,290,0.0,292,False
403,112,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_1.json,sequential,largest,100,all,False,bbm,slow,130.58249670802616,150,103,122,103,659,659,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.948,8,0,2,0.922,8,1.238,218,256.898,220,False
403,112,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_1.json,sequential,largest,50,all,False,bbm,slow,164.76427562499885,150,103,122,103,659,659,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,1.186,10,0,2,1.149,10,1.708,218,325.071,220,False
304,102,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_1.json,sequential,largest,first,all,False,phase1,slow,9.994728291989304,150,103,122,103,659,659,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.535,6,0,2,0.518,6,0.464,198,17.163,200,False
347,117,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_1.json,sequential,largest,none,all,False,phase1,slow,1.3730597919784486,150,103,150,103,659,659,50|50|50,50|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.36,4,0,2,0.285,4,0.35,228,0.0,230,False
304,102,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_1.json,sequential,largest,100,all,False,phase1,slow,200.52178850001656,150,103,122,103,659,659,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.863,8,0,2,0.837,8,0.484,198,398.138,200,False
304,102,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_1.json,sequential,largest,50,all,False,phase1,slow,247.24134408298414,150,103,122,103,659,659,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,1.311,10,0,2,1.273,10,1.403,198,490.228,200,False
284,97,./instances/msp/2obj/Lyngesen24-msp-2-50|50-ul-2_2.json,sequential,largest,first,all,False,bbm,slow,1.1874303340446204,100,66,100,66,245,245,50|50,50|50,16|50,16|50,,,,,,,,,,,0,2,0.312,6,0,2,0.309,6,0.346,190,0.83,192,False
284,97,./instances/msp/2obj/Lyngesen24-msp-2-50|50-ul-2_2.json,sequential,largest,none,all,False,bbm,slow,0.7096188750583678,100,66,100,66,245,245,50|50,50|50,16|50,16|50,,,,,,,,,,,0,2,0.148,4,0,2,0.147,4,0.294,190,0.0,192,False
