IP-calls,nodes explored,filename,strategy_subproblem_selection,strategy_node_priority,strategy_reduction,strategy_update_node_priority,strategy_refine_with_integer_gap,strategy_search_method,strategy_refine_method,time_total,subproblem_points,reduced_generator_points,subproblem_points_generated,mgs_points,Yn_points,hYn_points,subproblem_points_vector,subproblem_points_generated_vector,mgs_points_vector,generator_points_vector,time_IP-calls,count_IP-calls,time_nodes explored,count_nodes explored,time_subproblem_points_vector,count_subproblem_points_vector,time_subproblem_points_generated_vector,count_subproblem_points_generated_vector,time_mgs_points_vector,count_mgs_points_vector,time_ASMO.solve,count_ASMO.solve,time_ASMO._set_global_upper_bound,count_ASMO._set_global_upper_bound,time_ASMO._update_global_upper_bound,count_ASMO._update_global_upper_bound,time_ASMO._set_incumbent,count_ASMO._set_incumbent,time_CVRP._update_bounds_from_node,count_CVRP._update_bounds_from_node,time_ASMO._reduce_upper_bounds,count_ASMO._reduce_upper_bounds,timeout
564,188,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-ull-3_4.json,alternating,largest,50,all,False,phase1,slow,1095.692571749998,300,203,224,203,1329,1329,100|100|100,24|100|100,3|100|100,3|100|100,,,,,,,,,,,0,2,3.107,12,0,2,3.016,12,4.536,370,2179.959,372,False
394,196,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_3.json,alternating,largest,first,all,False,bbm,slow,2.115927417005878,200,200,200,200,344,344,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.485,6,0,2,0.484,6,1.03,388,0.221,390,False
394,196,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_3.json,alternating,largest,none,all,False,bbm,slow,1.9573075420048553,200,200,200,200,344,344,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.227,4,0,2,0.227,4,1.067,388,0.0,390,False
394,196,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_3.json,alternating,largest,100,all,False,bbm,slow,11.266352916019969,200,200,200,200,344,344,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.749,8,0,2,0.744,8,2.097,388,17.258,390,False
394,196,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_3.json,alternating,largest,50,all,False,bbm,slow,28.88764804098173,200,200,200,200,344,344,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,1.298,12,0,2,1.285,12,2.613,388,51.681,390,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_3.json,alternating,largest,first,all,False,phase1,slow,1.5339671249967068,200,200,200,200,344,344,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.46,6,0,2,0.46,6,0.385,200,0.23,202,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_3.json,alternating,largest,none,all,False,phase1,slow,1.4084275419882033,200,200,200,200,344,344,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.238,4,0,2,0.238,4,0.419,200,0.0,202,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_3.json,alternating,largest,100,all,False,phase1,slow,16.623339999991003,200,200,200,200,344,344,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,0.739,8,0,2,0.733,8,0.38,200,30.478,202,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_3.json,alternating,largest,50,all,False,phase1,slow,23.286889500013785,200,200,200,200,344,344,100|100,100|100,100|100,100|100,,,,,,,,,,,0,2,1.06,10,0,2,1.048,10,0.869,200,43.062,202,False
335,150,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-mmm-3_1.json,alternating,largest,first,all,False,bbm,slow,2.893795083014993,150,82,150,82,758,758,50|50|50,50|50|50,18|31|33,18|31|33,,,,,,,,,,,0,2,1.033,6,0,2,1.028,6,0.461,294,1.333,296,False
335,150,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-mmm-3_1.json,alternating,largest,none,all,False,bbm,slow,2.0771400830126368,150,82,150,82,758,758,50|50|50,50|50|50,18|31|33,18|31|33,,,,,,,,,,,0,2,0.468,4,0,2,0.466,4,0.422,294,0.0,296,False
319,142,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-mmm-3_1.json,alternating,largest,100,all,False,bbm,slow,204.90520991699304,150,82,149,82,758,758,50|50|50,49|50|50,18|31|33,18|31|33,,,,,,,,,,,0,2,1.501,8,0,2,1.485,8,1.534,278,404.014,280,False
315,140,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-mmm-3_1.json,alternating,largest,50,all,False,bbm,slow,505.0702080409974,150,82,147,82,758,758,50|50|50,48|49|50,18|31|33,18|31|33,,,,,,,,,,,0,2,2.653,12,0,2,2.613,12,1.856,274,1003.959,276,False
291,99,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-mmm-3_1.json,alternating,largest,first,all,False,phase1,slow,2.610299166000914,150,82,150,82,758,758,50|50|50,50|50|50,18|31|33,18|31|33,,,,,,,,,,,0,2,0.975,6,0,2,0.97,6,0.292,192,1.305,194,False
291,99,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-mmm-3_1.json,alternating,largest,none,all,False,phase1,slow,1.852540207997663,150,82,150,82,758,758,50|50|50,50|50|50,18|31|33,18|31|33,,,,,,,,,,,0,2,0.456,4,0,2,0.454,4,0.268,192,0.0,194,False
291,99,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-mmm-3_1.json,alternating,largest,100,all,False,phase1,slow,2.565363375004381,150,82,150,82,758,758,50|50|50,50|50|50,18|31|33,18|31|33,,,,,,,,,,,0,2,0.996,6,0,2,0.94,6,0.289,192,1.362,194,False
269,79,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-mmm-3_1.json,alternating,largest,50,all,False,phase1,slow,183.44260666600894,150,82,147,82,758,758,50|50|50,49|48|50,18|31|33,18|31|33,,,,,,,,,,,0,2,1.47,8,0,2,1.453,8,1.072,152,361.838,154,False
397,110,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_5.json,alternating,largest,first,all,False,bbm,slow,10.681529249995947,150,103,122,103,654,654,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,1.04,6,0,2,1.023,6,0.449,214,17.298,216,False
469,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_5.json,alternating,largest,none,all,False,bbm,slow,2.012090125004761,150,103,150,103,654,654,50|50|50,50|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.511,4,0,2,0.502,4,0.457,286,0.0,288,False
397,110,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_5.json,alternating,largest,100,all,False,bbm,slow,158.24071308301063,150,103,122,103,654,654,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,1.434,8,0,2,1.407,8,1.318,214,311.443,216,False
397,110,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_5.json,alternating,largest,50,all,False,bbm,slow,200.67683949999628,150,103,122,103,654,654,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,2.079,10,0,2,2.043,10,1.753,214,395.461,216,False
301,101,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_5.json,alternating,largest,first,all,False,phase1,slow,10.509869791014353,150,103,122,103,654,654,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.985,6,0,2,0.968,6,0.443,196,17.251,198,False
344,116,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_5.json,alternating,largest,none,all,False,phase1,slow,1.8767515830113553,150,103,150,103,654,654,50|50|50,50|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,0.506,4,0,2,0.498,4,0.347,226,0.0,228,False
301,101,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_5.json,alternating,largest,100,all,False,phase1,slow,199.94610312499572,150,103,122,103,654,654,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,1.495,8,0,2,1.467,8,0.406,196,396.182,198,False
301,101,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_5.json,alternating,largest,50,all,False,phase1,slow,265.00496829199255,150,103,122,103,654,654,50|50|50,22|50|50,3|50|50,3|50|50,,,,,,,,,,,0,2,2.094,10,0,2,2.058,10,1.265,196,524.307,198,False
564,195,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_5.json,alternating,largest,first,all,False,bbm,slow,3.4603930420125835,200,111,200,111,270,270,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.521,6,0,2,0.514,6,1.463,386,2.8,388,False
564,195,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_5.json,alternating,largest,none,all,False,bbm,slow,1.8377567919960711,200,111,200,111,270,270,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.236,4,0,2,0.233,4,1.22,386,0.0,388,False
528,177,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_5.json,alternating,largest,100,all,False,bbm,slow,29.083248500013724,200,111,194,111,270,270,100|100,94|100,11|100,11|100,,,,,,,,,,,0,2,1.078,10,0,2,1.011,10,2.035,350,53.233,352,False
528,177,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_5.json,alternating,largest,50,all,False,bbm,slow,35.73381495801732,200,111,194,111,270,270,100|100,94|100,11|100,11|100,,,,,,,,,,,0,2,1.296,12,0,2,1.275,12,2.436,350,65.865,352,False
414,138,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_5.json,alternating,largest,first,all,False,phase1,slow,2.9501365420001093,200,111,200,111,270,270,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.467,6,0,2,0.461,6,0.951,272,2.818,274,False
414,138,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_5.json,alternating,largest,none,all,False,phase1,slow,1.4142234580067452,200,111,200,111,270,270,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.23,4,0,2,0.227,4,0.797,272,0.0,274,False
414,138,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_5.json,alternating,largest,100,all,False,phase1,slow,14.485398957971483,200,111,200,111,270,270,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.717,8,0,2,0.706,8,1.295,272,25.453,274,False
414,138,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_5.json,alternating,largest,50,all,False,phase1,slow,21.355185125023127,200,111,200,111,270,270,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,1.028,10,0,2,1.013,10,1.734,272,38.525,274,False
297,147,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_5.json,alternating,largest,first,all,False,bbm,slow,2.3576356249977835,150,150,150,150,386,386,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.953,6,0,2,0.952,6,0.444,288,0.443,290,False
297,147,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_5.json,alternating,largest,none,all,False,bbm,slow,1.9909972500172444,150,150,150,150,386,386,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.448,4,0,2,0.447,4,0.386,288,0.0,290,False
297,147,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_5.json,alternating,largest,100,all,False,bbm,slow,45.09546529198997,150,150,150,150,386,386,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,1.453,8,0,2,1.448,8,1.269,288,84.861,290,False
297,147,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_5.json,alternating,largest,50,all,False,bbm,slow,58.3079301250109,150,150,150,150,386,386,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,1.878,10,0,2,1.87,10,1.799,288,110.754,290,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_5.json,alternating,largest,first,all,False,phase1,slow,1.9801081249897834,150,150,150,150,386,386,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.85,6,0,2,0.849,6,0.164,150,0.431,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_5.json,alternating,largest,none,all,False,phase1,slow,1.7621022920066025,150,150,150,150,386,386,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.433,4,0,2,0.432,4,0.162,150,0.0,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_5.json,alternating,largest,100,all,False,phase1,slow,1.9713647500029765,150,150,150,150,386,386,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,0.855,6,0,2,0.855,6,0.163,150,0.433,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_5.json,alternating,largest,50,all,False,phase1,slow,35.24910987500334,150,150,150,150,386,386,50|50|50,50|50|50,50|50|50,50|50|50,,,,,,,,,,,0,2,1.323,8,0,2,1.317,8,0.585,150,66.394,152,False
301,149,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_4.json,alternating,largest,first,all,False,bbm,slow,2.306311458989512,150,119,150,119,536,536,50|50|50,50|50|50,40|29|50,40|29|50,,,,,,,,,,,0,2,0.933,6,0,2,0.932,6,0.404,292,0.437,294,False
301,149,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_4.json,alternating,largest,none,all,False,bbm,slow,2.1601458749792073,150,119,150,119,536,536,50|50|50,50|50|50,40|29|50,40|29|50,,,,,,,,,,,0,2,0.428,4,0,2,0.427,4,0.393,292,0.0,294,False
291,144,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_4.json,alternating,largest,100,all,False,bbm,slow,46.19460483401781,150,119,150,119,536,536,50|50|50,50|50|50,40|29|50,40|29|50,,,,,,,,,,,0,2,1.37,8,0,2,1.365,8,1.609,282,86.811,284,False
291,144,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_4.json,alternating,largest,50,all,False,bbm,slow,170.31085891701514,150,119,150,119,536,536,50|50|50,50|50|50,40|29|50,40|29|50,,,,,,,,,,,0,2,2.353,12,0,2,2.335,12,2.307,282,334.003,284,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_4.json,alternating,largest,first,all,False,phase1,slow,1.9409756249806378,150,119,150,119,536,536,50|50|50,50|50|50,40|29|50,40|29|50,,,,,,,,,,,0,2,0.825,6,0,2,0.825,6,0.165,150,0.424,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_4.json,alternating,largest,none,all,False,phase1,slow,1.9709701249958016,150,119,150,119,536,536,50|50|50,50|50|50,40|29|50,40|29|50,,,,,,,,,,,0,2,0.421,4,0,2,0.421,4,0.159,150,0.0,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_4.json,alternating,largest,100,all,False,phase1,slow,1.929642540984787,150,119,150,119,536,536,50|50|50,50|50|50,40|29|50,40|29|50,,,,,,,,,,,0,2,0.825,6,0,2,0.825,6,0.167,150,0.418,152,False
228,78,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-uuu-3_4.json,alternating,largest,50,all,False,phase1,slow,55.26245337500586,150,119,150,119,536,536,50|50|50,50|50|50,40|29|50,40|29|50,,,,,,,,,,,0,2,1.382,8,0,2,1.374,8,0.808,150,106.161,152,False
395,112,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_4.json,alternating,largest,first,all,False,bbm,slow,10.162888457998633,150,105,126,105,961,961,50|50|50,26|50|50,5|50|50,5|50|50,,,,,,,,,,,0,2,1.004,6,0,2,0.988,6,0.467,218,15.893,220,False
463,146,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_4.json,alternating,largest,none,all,False,bbm,slow,2.129326083988417,150,105,150,105,961,961,50|50|50,50|50|50,5|50|50,5|50|50,,,,,,,,,,,0,2,0.464,4,0,2,0.456,4,0.464,286,0.0,288,False
395,112,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_4.json,alternating,largest,100,all,False,bbm,slow,218.89146312500816,150,105,126,105,961,961,50|50|50,26|50|50,5|50|50,5|50|50,,,,,,,,,,,0,2,1.474,8,0,2,1.444,8,1.37,218,432.349,220,False
395,112,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_4.json,alternating,largest,50,all,False,bbm,slow,271.11427679198096,150,105,126,105,961,961,50|50|50,26|50|50,5|50|50,5|50|50,,,,,,,,,,,0,2,2.162,10,0,2,2.069,10,1.652,218,536.29,220,False
298,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_4.json,alternating,largest,first,all,False,phase1,slow,10.096758082974702,150,105,120,105,961,961,50|50|50,20|50|50,5|50|50,5|50|50,,,,,,,,,,,0,2,0.957,6,0,2,0.941,6,0.407,194,16.138,196,False
344,116,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_4.json,alternating,largest,none,all,False,phase1,slow,2.0045678750029765,150,105,150,105,961,961,50|50|50,50|50|50,5|50|50,5|50|50,,,,,,,,,,,0,2,0.471,4,0,2,0.463,4,0.353,226,0.0,228,False
298,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_4.json,alternating,largest,100,all,False,phase1,slow,10.243545915989671,150,105,120,105,961,961,50|50|50,20|50|50,5|50|50,5|50|50,,,,,,,,,,,0,2,0.936,6,0,2,0.92,6,0.448,194,16.522,196,False
298,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50|50-ull-3_4.json,alternating,largest,50,all,False,phase1,slow,114.25171766601852,150,105,120,105,961,961,50|50|50,20|50|50,5|50|50,5|50|50,,,,,,,,,,,0,2,1.449,8,0,2,1.419,8,1.031,194,223.719,196,False
556,195,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_4.json,alternating,largest,first,all,False,bbm,slow,3.2690504170022905,200,111,200,111,310,310,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.458,6,0,2,0.452,6,1.394,386,2.614,388,False
556,195,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_4.json,alternating,largest,none,all,False,bbm,slow,1.8118132500094362,200,111,200,111,310,310,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.216,4,0,2,0.213,4,1.23,386,0.0,388,False
518,176,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_4.json,alternating,largest,100,all,False,bbm,slow,28.64169333400787,200,111,197,111,310,310,100|100,97|100,11|100,11|100,,,,,,,,,,,0,2,0.916,10,0,2,0.901,10,2.054,348,52.488,350,False
510,172,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_4.json,alternating,largest,50,all,False,bbm,slow,46.907294999982696,200,111,192,111,310,310,100|100,92|100,11|100,11|100,,,,,,,,,,,0,2,2.038,14,0,2,2.01,14,2.59,340,88.218,342,False
407,137,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_4.json,alternating,largest,first,all,False,phase1,slow,2.68803841699264,200,111,200,111,310,310,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.418,6,0,2,0.412,6,0.856,270,2.562,272,False
407,137,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_4.json,alternating,largest,none,all,False,phase1,slow,1.3406549580104183,200,111,200,111,310,310,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.212,4,0,2,0.209,4,0.773,270,0.0,272,False
407,137,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_4.json,alternating,largest,100,all,False,phase1,slow,16.228440667007817,200,111,200,111,310,310,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.677,8,0,2,0.667,8,1.325,270,28.929,272,False
406,136,./instances/msp/2obj/Lyngesen24-msp-2-100|100-ul-2_4.json,alternating,largest,50,all,False,phase1,slow,10.371645000006538,200,111,200,111,310,310,100|100,100|100,11|100,11|100,,,,,,,,,,,0,2,0.662,8,0,2,0.652,8,1.469,268,17.085,270,False
202,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50-uu-2_1.json,alternating,largest,first,all,False,bbm,slow,1.0639721670013387,100,100,100,100,168,168,50|50,50|50,50|50,50|50,,,,,,,,,,,0,2,0.454,6,0,2,0.453,6,0.266,196,0.203,198,False
202,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50-uu-2_1.json,alternating,largest,none,all,False,bbm,slow,0.8636064169986639,100,100,100,100,168,168,50|50,50|50,50|50,50|50,,,,,,,,,,,0,2,0.202,4,0,2,0.201,4,0.267,196,0.0,198,False
202,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50-uu-2_1.json,alternating,largest,100,all,False,bbm,slow,1.0043840419966727,100,100,100,100,168,168,50|50,50|50,50|50,50|50,,,,,,,,,,,0,2,0.417,6,0,2,0.416,6,0.337,196,0.207,198,False
202,100,./instances/msp/2obj/Lyngesen24-msp-2-50|50-uu-2_1.json,alternating,largest,50,all,False,bbm,slow,3.5988775829900987,100,100,100,100,168,168,50|50,50|50,50|50,50|50,,,,,,,,,,,0,2,0.628,8,0,2,0.625,8,0.528,196,5.153,198,False
152,52,./instances/msp/2obj/Lyngesen24-msp-2-50|50-uu-2_1.json,alternating,largest,first,all,False,phase1,slow,0.8514450830116402,100,100,100,100,168,168,50|50,50|50,50|50,50|50,,,,,,,,,,,0,2,0.39,6,0,2,0.39,6,0.114,100,0.19,102,False
152,52,./instances/msp/2obj/Lyngesen24-msp-2-50|50-uu-2_1.json,alternating,largest,none,all,False,phase1,slow,0.7087464169890154,100,100,100,100,168,168,50|50,50|50,50|50,50|50,,,,,,,,,,,0,2,0.207,4,0,2,0.207,4,0.105,100,0.0,102,False
152,52,./instances/msp/2obj/Lyngesen24-msp-2-50|50-uu-2_1.json,alternating,largest,100,all,False,phase1,slow,0.8194376669998746,100,100,100,100,168,168,50|50,50|50,50|50,50|50,,,,,,,,,,,0,2,0.391,6,0,2,0.39,6,0.109,100,0.196,102,False
152,52,./instances/msp/2obj/Lyngesen24-msp-2-50|50-uu-2_1.json,alternating,largest,50,all,False,phase1,slow,4.586310917016817,100,100,100,100,168,168,50|50,50|50,50|50,50|50,,,,,,,,,,,0,2,0.601,8,0,2,0.597,8,0.11,100,7.773,102,False
386,192,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_2.json,alternating,largest,first,all,False,bbm,slow,1.9794348750147037,200,197,200,197,364,364,100|100,100|100,97|100,97|100,,,,,,,,,,,0,2,0.443,6,0,2,0.442,6,1.028,380,0.2,382,False
386,192,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_2.json,alternating,largest,none,all,False,bbm,slow,1.8446690420096274,200,197,200,197,364,364,100|100,100|100,97|100,97|100,,,,,,,,,,,0,2,0.202,4,0,2,0.201,4,0.972,380,0.0,382,False
386,192,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_2.json,alternating,largest,100,all,False,bbm,slow,12.104103833000408,200,197,200,197,364,364,100|100,100|100,97|100,97|100,,,,,,,,,,,0,2,0.661,8,0,2,0.656,8,2.077,380,19.014,382,False
386,192,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_2.json,alternating,largest,50,all,False,bbm,slow,30.928390084009152,200,197,200,197,364,364,100|100,100|100,97|100,97|100,,,,,,,,,,,0,2,1.162,12,0,2,1.148,12,2.6,380,55.897,382,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_2.json,alternating,largest,first,all,False,phase1,slow,1.4649244580068626,200,197,200,197,364,364,100|100,100|100,97|100,97|100,,,,,,,,,,,0,2,0.417,6,0,2,0.416,6,0.377,200,0.205,202,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_2.json,alternating,largest,none,all,False,phase1,slow,1.3343701659759972,200,197,200,197,364,364,100|100,100|100,97|100,97|100,,,,,,,,,,,0,2,0.214,4,0,2,0.213,4,0.415,200,0.0,202,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_2.json,alternating,largest,100,all,False,phase1,slow,17.284109875006834,200,197,200,197,364,364,100|100,100|100,97|100,97|100,,,,,,,,,,,0,2,0.683,8,0,2,0.676,8,0.407,200,31.902,202,False
302,102,./instances/msp/2obj/Lyngesen24-msp-2-100|100-uu-2_2.json,alternating,largest,50,all,False,phase1,slow,22.928511958016315,200,197,200,197,364,364,100|100,100|100,97|100,97|100,,,,,,,,,,,0,2,0.945,10,0,2,0.934,10,0.847,200,42.627,202,False
647,295,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-mmm-3_1.json,alternating,largest,first,all,False,bbm,slow,7.2293135420186445,300,147,300,147,1847,1847,100|100|100,100|100|100,49|52|46,49|52|46,,,,,,,,,,,0,2,1.317,6,0,2,1.307,6,1.915,584,3.854,586,False
647,295,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-mmm-3_1.json,alternating,largest,none,all,False,bbm,slow,4.803120083000977,300,147,300,147,1847,1847,100|100|100,100|100|100,49|52|46,49|52|46,,,,,,,,,,,0,2,0.428,4,0,2,0.423,4,1.721,584,0.0,586,False
591,267,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-mmm-3_1.json,alternating,largest,100,all,False,bbm,slow,3114.349872166,300,147,297,147,1847,1847,100|100|100,100|100|97,49|52|46,49|52|46,,,,,,,,,,,0,2,3.01,12,0,2,2.853,12,9.414,528,6207.802,530,False
591,267,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-mmm-3_1.json,alternating,largest,50,all,False,bbm,slow,4093.4553098329925,300,147,297,147,1847,1847,100|100|100,100|100|97,49|52|46,49|52|46,,,,,,,,,,,0,2,5.06,16,0,2,4.925,16,12.174,528,8162.742,530,False
579,195,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-mmm-3_1.json,alternating,largest,first,all,False,phase1,slow,6.526990499987733,300,147,300,147,1847,1847,100|100|100,100|100|100,49|52|46,49|52|46,,,,,,,,,,,0,2,1.245,6,0,2,1.236,6,1.072,384,3.935,386,False
579,195,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-mmm-3_1.json,alternating,largest,none,all,False,phase1,slow,4.431892207998317,300,147,300,147,1847,1847,100|100|100,100|100|100,49|52|46,49|52|46,,,,,,,,,,,0,2,0.566,4,0,2,0.562,4,1.107,384,0.0,386,False
540,158,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-mmm-3_1.json,alternating,largest,100,all,False,phase1,slow,2496.488131125021,300,147,295,147,1847,1847,100|100|100,98|100|97,49|52|46,49|52|46,,,,,,,,,,,0,2,2.838,10,0,2,2.771,10,5.247,310,4977.727,312,False
520,148,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-mmm-3_1.json,alternating,largest,50,all,False,phase1,slow,1322.5096654999943,300,147,285,147,1847,1847,100|100|100,94|96|95,49|52|46,49|52|46,,,,,,,,,,,0,2,2.651,10,0,2,2.585,10,6.46,290,2628.729,292,False
753,207,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-ull-3_5.json,alternating,largest,first,all,False,bbm,slow,39.933594917005394,300,203,223,203,1441,1441,100|100|100,23|100|100,3|100|100,3|100|100,,,,,,,,,,,0,2,1.097,6,0,2,1.062,6,1.801,408,71.843,410,False
925,293,./instances/msp/2obj/Lyngesen24-msp-2-100|100|100-ull-3_5.json,alternating,largest,none,all,False,bbm,slow,4.152270874998067,300,203,300,203,1441,1441,100|100|100,100|100|100,3|100|100,3|100|100,,,,,,,,,,,0,2,0.578,4,0,2,0.561,4,1.906,580,0.0,582,False
